Text,Label
cuban vaccine cured 500 people infected new coronavirus,fake
simpsons had already predicted coronavirus pandemic,fake
you drink water lemon prevents new coronavirus,fake
viral image differences between cold flu covid,fake
catalonia universities give all course credits its students after classes being suspended,fake
spanish home office has not issued statement announcing complete closure madrid basque country rioja,fake
felipe gonzalez prime minister spain says spanish coalition government cannot face covid crisis,fake
current coronavirus has been manufactured wuhan,fake
astrologers had predicted appearance coronavirus 2020,fake
says over minute period had press conference coronavirus march 2020 stock market set alltime record,fake
italy has decided not treat their elderly this virus,fake
curfew issued bossier city due coronavirus,fake
ceo resignations are linked global conspiracy,fake
coronavirus found crab legs,fake
military streets philadelphia preparing invoke martial law bring citizens fema camps,fake
article overstates threat coronavirus,fake
says kitchen worker viral video potentially spreading coronavirus blowing into food containers,fake
dettol effective disinfectant covid,fake
covid arrived train,fake
cristiano ronaldo turned his hotels into hospitals,fake
france picture shows policemen spraying tear gas nurses text criticizes macron treatment toward health employees,fake
cristiano ronaldo transformed some his hotels into hospitals fight covid,fake
video shows italian doctor who says nobody died coronavirus italy not more dangerous than flu,fake
supermarkets germany will only open two days week screenshot shows report media outlet focus,fake
specific compounds can used effectively prevent treat every viral infection including new coronavirus,fake
chinese intelligence officer reveals coronavirus bioweapon,fake
indian daily reports wife positive patient ran away did not comply authorities tested positive,fake
audio claiming india would put under complete lockdown,fake
actor tom hanks died due coronavirus,fake
four young people have been hospitalized coronavirus exacerbated use ibuprofen,fake
cristiano ronaldo will turn his hotels into hospitals,fake
portuguese soccer player cristiano ronaldo decided turn his hotels into free hospitals,fake
cristiano ronaldo going transform his hotels into hospitals,fake
president vucic claimed according decisions serbia cannot import medical equipment countries,fake
leftwing spanish politicians irene montero pablo iglesias have private sanitarian services waiting front their homes,fake
message chain claims stanford hospital gives advice drink water every minutes order prevent covid,fake
ibuprofen can aggravating factor one should use paracetamol instead,fake
quarantine may last several years,fake
coronavirus pandemic planned rockefeller back 2010,fake
spread new coronavirus planned rockefellers years ago,fake
claim there cure new coronavirus name drug decametoxine,fake
pandemics happen every 100 years,fake
quarantine will last until end may ukraine,fake
oscar health company tapped trump profit covid tests kushner company imagine profits over national safety,fake
meme shows image fully stocked shelves toilet paper purportedly during 2009 h1n1 outbreak above barren shelves during ongoing covid pandemic,fake
meme posted offers mixed advice some true some false about coronavirus protection,fake
who offered testing kits they have available give now refused them did not want buy them,fake
president donald trump cut funding cdc fired pandemic response team refused who tests wasted two weeks calling this outbreak democrat hoax,fake
covid started because eat animals,fake
bill gates told about coronavirus 2015,fake
did genetic mutations cause coronavirus become more dangerous,fake
novel coronavirus not new,fake
video viewed more than million times facebook urges people inhale steam kill novel coronavirus,fake
george soros owns wuxi pharma lab located wuhan china where covid developed conveniently broke out,fake
coronavirus just damn flu,fake
says businesses will give you free baby formula during coronavirus outbreak,fake
breathing deeply sauna minutes kills coronavirus infograph english quoting doctor doctoral degree education specialization psycholinguistics,fake
italians tourists don want leave ethiopia back italy because coronavirus,fake
photo shows two military vehicles transported truck highway near paris used french population confinement,fake
